metric,coef,se,ci_lo,ci_hi,fe_col
Policy Mentions,0.09621388432047503,0.012550723065311126,0.07161446711246523,0.12081330152848484,last_author_id
Patent Mentions,0.3010706296449319,0.06332681144953185,0.17695007920384948,0.42519118008601436,last_author_id
Facebook Mentions,0.6057652064104717,0.027933805739658726,0.5510149471607406,0.6605154656602028,last_author_id
News Mentions,13.177450319966553,0.40489583495711967,12.383854483450598,13.971046156482508,last_author_id
X Mentions,41.326177455562416,3.009156496115705,35.42823072317563,47.2241241879492,last_author_id
Citations,51.808625451705296,3.999855925544712,43.96890783763766,59.648343065772934,last_author_id
Attention Score,117.45708463217628,3.694326627819224,110.2162044416506,124.69796482270195,last_author_id
