metric,coef,se,ci_lo,ci_hi,fe_col
Policy Mentions,0.09290408918979629,0.012153451481533857,0.06908332428598993,0.11672485409360264,last_author_id
Patent Mentions,0.2913029722610901,0.06132166448302366,0.17111250987436372,0.41149343464781646,last_author_id
Facebook Mentions,0.6015171634188574,0.027096099002610438,0.5484088093737409,0.6546255174639739,last_author_id
News Mentions,12.871065172814463,0.3923257842699099,12.10210663564544,13.640023709983486,last_author_id
X Mentions,40.112163441719055,2.9136096033336543,34.401488619185095,45.822838264253015,last_author_id
Citations,50.13236128530974,3.8770288365448287,42.53338476568188,57.7313378049376,last_author_id
Attention Score,114.65290699595911,3.5793385039387635,107.63740352823913,121.6684104636791,last_author_id
