metric,coef,se,ci_lo,ci_hi,fe_col
Policy Mentions,0.09474280697825704,0.027303183985879335,0.04122856636593355,0.14825704759058053,entity_name + last_author_id
Patent Mentions,0.2716850659649034,0.045163787431027495,0.1831640426000895,0.36020608932971726,entity_name + last_author_id
Facebook Mentions,0.5427668075077079,0.06694866836276588,0.4115474175166868,0.673986197498729,entity_name + last_author_id
News Mentions,12.335434608905556,0.8830874872182819,10.604583133957725,14.066286083853388,entity_name + last_author_id
X Mentions,37.28982582375141,5.920549498996081,25.685548805719087,48.89410284178373,entity_name + last_author_id
Citations,47.71399363921457,4.198589423996694,39.48475836818105,55.943228910248095,entity_name + last_author_id
Attention Score,109.63372076684118,8.466172622367596,93.0400224270007,126.22741910668167,entity_name + last_author_id
